package_name,version_latest,author,license,summary,keywords,requires_python,dependency_count,home_page,classifiers,total_versions,first_release_date,latest_release_date
evaluate,0.4.6,HuggingFace Inc.,Apache 2.0,HuggingFace community-driven open-source library of evaluation,metrics machine learning evaluate evaluation,>=3.8.0,88,https://github.com/huggingface/evaluate,Development Status :: 5 - Production/Stable|Intended Audience :: Developers|Intended Audience :: Education|Intended Audience :: Science/Research|License :: OSI Approved :: Apache Software License|Operating System :: OS Independent|Programming Language :: Python :: 3|Programming Language :: Python :: 3.10|Programming Language :: Python :: 3.8|Programming Language :: Python :: 3.9|Topic :: Scientific/Engineering :: Artificial Intelligence,14,2022-05-31,0.4.6
faiss-cpu,1.13.2,,,A library for efficient similarity search and clustering of dense vectors.,"faiss, similarity search, clustering, machine learning","<3.15,>=3.10",2,,Development Status :: 4 - Beta|Intended Audience :: Developers|Intended Audience :: Science/Research|Operating System :: MacOS :: MacOS X|Operating System :: Microsoft :: Windows|Operating System :: POSIX|Programming Language :: Python :: 3.10|Programming Language :: Python :: 3.11|Programming Language :: Python :: 3.12|Programming Language :: Python :: 3.13|Programming Language :: Python :: 3.14|Topic :: Scientific/Engineering :: Artificial Intelligence,26,2025-01-31,1.13.2
faiss-gpu,1.7.2,Kota Yamaguchi,MIT,A library for efficient similarity search and clustering of dense vectors.,search nearest neighbors,,0,https://github.com/kyamagu/faiss-wheels,Development Status :: 4 - Beta|Intended Audience :: Developers|Intended Audience :: Science/Research|License :: OSI Approved :: MIT License|Operating System :: MacOS :: MacOS X|Operating System :: Microsoft :: Windows|Operating System :: POSIX|Programming Language :: Python :: 3.10|Programming Language :: Python :: 3.6|Programming Language :: Python :: 3.7|Programming Language :: Python :: 3.8|Programming Language :: Python :: 3.9|Topic :: Scientific/Engineering :: Artificial Intelligence,13,2019-07-24,1.7.2
fastapi,0.135.1,,,"FastAPI framework, high performance, easy to learn, fast to code, ready for production",,>=3.10,31,https://github.com/fastapi/fastapi,Development Status :: 4 - Beta|Environment :: Web Environment|Framework :: AsyncIO|Framework :: FastAPI|Framework :: Pydantic|Framework :: Pydantic :: 2|Intended Audience :: Developers|Intended Audience :: Information Technology|Intended Audience :: System Administrators|Operating System :: OS Independent|Programming Language :: Python|Programming Language :: Python :: 3|Programming Language :: Python :: 3 :: Only|Programming Language :: Python :: 3.10|Programming Language :: Python :: 3.11|Programming Language :: Python :: 3.12|Programming Language :: Python :: 3.13|Programming Language :: Python :: 3.14|Topic :: Internet|Topic :: Internet :: WWW/HTTP|Topic :: Internet :: WWW/HTTP :: HTTP Servers|Topic :: Software Development|Topic :: Software Development :: Libraries|Topic :: Software Development :: Libraries :: Application Frameworks|Topic :: Software Development :: Libraries :: Python Modules|Typing :: Typed,286,2018-12-08,0.135.1
feature-engine,1.9.4,,BSD 3 clause,Feature engineering and selection package with Scikit-learn's fit transform functionality,,>=3.9.0,17,http://github.com/feature-engine/feature_engine,License :: OSI Approved :: BSD License|Programming Language :: Python :: 3.10|Programming Language :: Python :: 3.11|Programming Language :: Python :: 3.12|Programming Language :: Python :: 3.13|Programming Language :: Python :: 3.14|Programming Language :: Python :: 3.9,45,2018-12-31,1.9.4
flair,0.15.1,Alan Akbik,MIT,A very simple framework for state-of-the-art NLP,,>=3.9,27,https://github.com/flairNLP/flair,,34,2018-07-19,0.15.1
flaml,2.5.0,Microsoft Corporation,,A fast library for automated machine learning and tuning,,>=3.10,92,https://github.com/microsoft/FLAML,License :: OSI Approved :: MIT License|Operating System :: OS Independent|Programming Language :: Python :: 3|Programming Language :: Python :: 3.10|Programming Language :: Python :: 3.11|Programming Language :: Python :: 3.12,104,2020-12-04,2.5.0
flax,0.12.6,,,Flax: A neural network library for JAX designed for flexibility,,>=3.11,59,,Development Status :: 3 - Alpha|Intended Audience :: Developers|Intended Audience :: Science/Research|License :: OSI Approved :: Apache Software License|Programming Language :: Python :: 3.11|Programming Language :: Python :: 3.12|Topic :: Scientific/Engineering :: Artificial Intelligence,63,2020-04-30,0.12.6
gensim,4.4.0,Radim Rehurek,LGPL-2.1-only,Python framework for fast Vector Space Modelling,"Singular Value Decomposition, SVD, Latent Semantic Indexing, LSA, LSI, Latent Dirichlet Allocation, LDA, Hierarchical Dirichlet Process, HDP, Random Projections, TFIDF, word2vec",>=3.9,32,https://radimrehurek.com/gensim/,Development Status :: 5 - Production/Stable|Environment :: Console|Intended Audience :: Science/Research|Operating System :: OS Independent|Programming Language :: Python :: 3 :: Only|Programming Language :: Python :: 3.10|Programming Language :: Python :: 3.11|Programming Language :: Python :: 3.12|Programming Language :: Python :: 3.13|Programming Language :: Python :: 3.9|Topic :: Scientific/Engineering :: Artificial Intelligence|Topic :: Scientific/Engineering :: Information Analysis|Topic :: Text Processing :: Linguistic,80,2014-06-04,4.4.0
google-cloud-aiplatform,1.142.0,Google LLC,Apache 2.0,Vertex AI API client library,,>=3.9,250,https://github.com/googleapis/python-aiplatform,Development Status :: 5 - Production/Stable|Intended Audience :: Developers|Operating System :: OS Independent|Programming Language :: Python|Programming Language :: Python :: 3|Programming Language :: Python :: 3.10|Programming Language :: Python :: 3.11|Programming Language :: Python :: 3.12|Programming Language :: Python :: 3.13|Programming Language :: Python :: 3.14|Programming Language :: Python :: 3.9|Topic :: Internet|Topic :: Software Development :: Libraries :: Python Modules,191,2020-11-09,1.142.0
google-generativeai,0.8.6,Google LLC,Apache 2.0,Google Generative AI High level API client library and tools.,,>=3.9,16,https://github.com/google/generative-ai-python,Development Status :: 7 - Inactive|Intended Audience :: Developers|License :: OSI Approved :: Apache Software License|Operating System :: OS Independent|Programming Language :: Python|Programming Language :: Python :: 3|Programming Language :: Python :: 3.10|Programming Language :: Python :: 3.11|Programming Language :: Python :: 3.12|Programming Language :: Python :: 3.13|Programming Language :: Python :: 3.9|Topic :: Scientific/Engineering :: Artificial Intelligence|Typing :: Typed,28,2023-05-26,0.8.6
gradio,6.9.0,,,Python library for easily interacting with trained machine learning models,"machine learning, reproducibility, visualization",>=3.10,33,https://github.com/gradio-app/gradio,Development Status :: 5 - Production/Stable|Operating System :: OS Independent|Programming Language :: Python :: 3|Programming Language :: Python :: 3 :: Only|Programming Language :: Python :: 3.10|Programming Language :: Python :: 3.11|Programming Language :: Python :: 3.12|Programming Language :: Python :: 3.13|Topic :: Scientific/Engineering|Topic :: Scientific/Engineering :: Artificial Intelligence|Topic :: Scientific/Engineering :: Visualization,656,2019-02-19,6.9.0
groq,1.1.1,,Apache-2.0,The official Python library for the groq API,,>=3.10,8,https://github.com/groq/groq-python,Intended Audience :: Developers|License :: OSI Approved :: Apache Software License|Operating System :: MacOS|Operating System :: Microsoft :: Windows|Operating System :: OS Independent|Operating System :: POSIX|Operating System :: POSIX :: Linux|Programming Language :: Python :: 3.10|Programming Language :: Python :: 3.11|Programming Language :: Python :: 3.12|Programming Language :: Python :: 3.13|Programming Language :: Python :: 3.14|Topic :: Software Development :: Libraries :: Python Modules|Typing :: Typed,48,2023-11-02,1.1.1
guidance,0.3.1,Guidance Maintainers,,A guidance language for controlling large language models.,,>=3.10,54,https://github.com/guidance-ai/guidance,,80,2022-11-11,0.3.1
gym,0.26.2,Gym Community,MIT,Gym: A universal API for reinforcement learning environments,,>=3.6,0,https://www.gymlibrary.dev/,Programming Language :: Python :: 3|Programming Language :: Python :: 3.10|Programming Language :: Python :: 3.6|Programming Language :: Python :: 3.7|Programming Language :: Python :: 3.8|Programming Language :: Python :: 3.9,108,2016-04-27,0.26.2
gymnasium,1.2.3,,MIT License,A standard API for reinforcement learning and a diverse set of reference environments (formerly Gym).,"Reinforcement Learning, game, RL, AI, gymnasium",>=3.10,56,https://farama.org,Development Status :: 5 - Production/Stable|Intended Audience :: Science/Research|License :: OSI Approved :: MIT License|Programming Language :: Python :: 3|Programming Language :: Python :: 3.10|Programming Language :: Python :: 3.11|Programming Language :: Python :: 3.12|Programming Language :: Python :: 3.13|Topic :: Scientific/Engineering :: Artificial Intelligence,19,2021-11-05,1.2.3
h2o,3.46.0.10,H2O.ai,Apache v2,"H2O, Fast Scalable Machine Learning, for python","machine learning, data mining, statistical analysis, modeling, big data, distributed, parallel",>=3.7,5,https://github.com/h2oai/h2o-3.git,Development Status :: 5 - Production/Stable|Intended Audience :: Customer Service|Intended Audience :: Developers|Intended Audience :: Education|Intended Audience :: Financial and Insurance Industry|Intended Audience :: Healthcare Industry|Intended Audience :: Science/Research|Intended Audience :: Telecommunications Industry|License :: OSI Approved :: Apache Software License|Programming Language :: Python :: 3.10|Programming Language :: Python :: 3.11|Programming Language :: Python :: 3.7|Programming Language :: Python :: 3.8|Programming Language :: Python :: 3.9|Topic :: Scientific/Engineering :: Artificial Intelligence|Topic :: Scientific/Engineering :: Information Analysis,121,2018-05-25,3.46.0.10
haiku,0.01,Sean Healy,MIT,Haiku API Bindings,haiku api,,0,http://dev.osdrawer.net/projects/perl-haiku-kits/files,Development Status :: 3 - Alpha,1,2011-08-20,0.01
hdbscan,0.8.41,,BSD,Clustering based on density with variable density clusters,cluster clustering density hierarchical,,4,http://github.com/scikit-learn-contrib/hdbscan,Development Status :: 4 - Beta|Intended Audience :: Developers|Intended Audience :: Science/Research|License :: OSI Approved|Operating System :: MacOS|Operating System :: Microsoft :: Windows|Operating System :: POSIX|Operating System :: Unix|Programming Language :: C|Programming Language :: Python|Programming Language :: Python :: 3.10|Programming Language :: Python :: 3.11|Programming Language :: Python :: 3.12|Programming Language :: Python :: 3.13|Topic :: Scientific/Engineering|Topic :: Software Development,58,2015-10-10,0.8.41
huggingface-hub,1.7.2,"Hugging Face, Inc.",Apache-2.0,"Client library to download and publish models, datasets and other repos on the huggingface.co hub",model-hub machine-learning models natural-language-processing deep-learning pytorch pretrained-models,>=3.9.0,110,https://github.com/huggingface/huggingface_hub,Intended Audience :: Developers|Intended Audience :: Education|Intended Audience :: Science/Research|License :: OSI Approved :: Apache Software License|Operating System :: OS Independent|Programming Language :: Python :: 3|Programming Language :: Python :: 3 :: Only|Programming Language :: Python :: 3.10|Programming Language :: Python :: 3.11|Programming Language :: Python :: 3.12|Programming Language :: Python :: 3.13|Programming Language :: Python :: 3.14|Programming Language :: Python :: 3.9|Topic :: Scientific/Engineering :: Artificial Intelligence,253,2020-12-23,1.7.2
hyperopt,0.2.7,James Bergstra,BSD,Distributed Asynchronous Hyperparameter Optimization,Bayesian optimization hyperparameter model selection,,16,https://hyperopt.github.io/hyperopt,Development Status :: 3 - Alpha|Environment :: Console|Intended Audience :: Developers|Intended Audience :: Education|Intended Audience :: Science/Research|License :: OSI Approved :: BSD License|Operating System :: MacOS :: MacOS X|Operating System :: Microsoft :: Windows|Operating System :: POSIX|Operating System :: Unix|Programming Language :: Python|Programming Language :: Python :: 2|Programming Language :: Python :: 3|Topic :: Scientific/Engineering|Topic :: Software Development,13,2013-01-09,0.2.7
imbalanced-learn,0.14.1,,,Toolbox for imbalanced dataset in machine learning,,>=3.10,31,https://imbalanced-learn.org/,Development Status :: 5 - Production/Stable|Environment :: Console|Intended Audience :: Science/Research|License :: OSI Approved :: MIT License|Operating System :: OS Independent|Programming Language :: Python :: 3.10|Programming Language :: Python :: 3.11|Programming Language :: Python :: 3.12|Programming Language :: Python :: 3.13|Programming Language :: Python :: 3.14|Topic :: Scientific/Engineering|Topic :: Software Development :: Libraries,39,2016-07-09,0.14.1
instructor,1.14.5,"Jason Liu, Ivan Leo",MIT,structured outputs for llm,,"<4.0,>=3.9",65,,,92,2023-07-28,1.14.5
interpret,0.7.8,The InterpretML Contributors,,Fit interpretable models. Explain blackbox machine learning.,,,1,https://github.com/interpretml/interpret,Development Status :: 5 - Production/Stable|Operating System :: OS Independent|Programming Language :: Python|Programming Language :: Python :: 3|Programming Language :: Python :: 3.10|Programming Language :: Python :: 3.11|Programming Language :: Python :: 3.12|Programming Language :: Python :: 3.13|Programming Language :: Python :: 3.14|Topic :: Scientific/Engineering :: Artificial Intelligence,71,2019-05-04,0.7.8
